%%%%%%%userID	taskid	serpIndexinTask	main_rank	deep_rank	content_rank	url
091401	3	0	5	-1	2	#
091401	3	0	6	-1	-1	http://www.visitdallas.com/visitors/travel_tips/weather/
091401	3	0	6	-1	0	http://www.visitdallas.com/visitors/travel_tips/weather/
091401	3	0	6	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:www.visitdallas.com/visitors/travel_tips/weather/+average+temperature++Dallas,+SD&tbo=1&sa=X&ei=gk1TULLhH4SS9gTQyoDgAg&ved=0CC8QHzAG
091401	3	0	6	-1	2	#
091401	3	0	7	-1	-1	http://en.wikipedia.org/wiki/South_Dakota
091401	3	0	7	-1	0	http://en.wikipedia.org/wiki/South_Dakota
091401	3	0	7	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:en.wikipedia.org/wiki/South_Dakota+average+temperature++Dallas,+SD&tbo=1&sa=X&ei=gk1TULLhH4SS9gTQyoDgAg&ved=0CDIQHzAH
091401	3	0	7	-1	2	#
091401	3	0	7	-1	3	/url?q=http://en.wikipedia.org/wiki/South_Dakota%23Climate&usg=AFQjCNFLoBSFO2oUVXhZziB8-Mre-oVvEA&sa=X&ei=gk1TULLhH4SS9gTQyoDgAg&ved=0CDMQygQwBw
091401	3	0	8	-1	-1	http://www.clrsearch.com/Dallas_Demographics/SD/
091401	3	0	8	-1	0	http://www.clrsearch.com/Dallas_Demographics/SD/
091401	3	0	8	-1	1	#
091401	3	0	9	-1	-1	http://www.idcide.com/weather/sd/dallas.htm
091401	3	0	9	-1	0	http://www.idcide.com/weather/sd/dallas.htm
091401	3	0	9	-1	1	#
091401	3	1	0	-1	-1	http://www.weather.com/weather/wxclimatology/monthly/graph/USTX0327
091401	3	1	0	-1	0	http://www.weather.com/weather/wxclimatology/monthly/graph/USTX0327
091401	3	1	0	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:www.weather.com/weather/wxclimatology/monthly/graph/USTX0327+average+temperature+dallas,+sd+winter+summer&tbo=1&sa=X&ei=701TUP_2KoSg8gSo0IH4Bw&ved=0CCEQHzAA
091401	3	1	0	-1	2	#
091401	3	1	1	-1	-1	http://en.wikipedia.org/wiki/Dallas
091401	3	1	1	-1	0	http://en.wikipedia.org/wiki/Dallas
091401	3	1	1	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:en.wikipedia.org/wiki/Dallas+average+temperature+dallas,+sd+winter+summer&tbo=1&sa=X&ei=701TUP_2KoSg8gSo0IH4Bw&ved=0CCQQHzAB
091401	3	1	1	-1	2	#
091401	3	1	2	-1	-1	http://en.wikipedia.org/wiki/Climate_of_Dallas
091401	3	1	2	-1	0	http://en.wikipedia.org/wiki/Climate_of_Dallas
091401	3	1	2	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:en.wikipedia.org/wiki/Climate_of_Dallas+average+temperature+dallas,+sd+winter+summer&tbo=1&sa=X&ei=701TUP_2KoSg8gSo0IH4Bw&ved=0CCcQHzAC
091401	3	1	2	-1	2	#
091401	3	1	3	-1	-1	http://www.idcide.com/weather/sd/dallas.htm
091401	3	1	3	-1	0	http://www.idcide.com/weather/sd/dallas.htm
091401	3	1	3	-1	1	#
091401	3	1	4	-1	-1	http://www.totsandtravel.com/us_south_dakota-dallas
091401	3	1	4	-1	0	http://www.totsandtravel.com/us_south_dakota-dallas
091401	3	1	4	-1	1	#
091401	3	1	5	-1	-1	http://www.americantowns.com/sd/dallas/info/quality-of-life
091401	3	1	5	-1	0	http://www.americantowns.com/sd/dallas/info/quality-of-life
091401	3	1	5	-1	1	#
091401	3	1	6	-1	-1	http://www.city-data.com/city/Dallas-South-Dakota.html
091401	3	1	6	-1	0	http://www.city-data.com/city/Dallas-South-Dakota.html
091401	3	1	6	-1	1	/search?hl=en&client=ms-android-verizon&sky=mrdr&site=webhp&q=related:www.city-data.com/city/Dallas-South-Dakota.html+average+temperature+dallas,+sd+winter+summer&tbo=1&sa=X&ei=701TUP_2KoSg8gSo0IH4Bw&ved=0CDEQHzAG
091401	3	1	6	-1	2	#
091401	3	1	7	-1	-1	http://www.engineeringtoolbox.com/us-outdoor-design-temperature-humidity-d_296.html
091401	3	1	7	-1	0	http://www.engineeringtoolbox.com/us-outdoor-design-temperature-humidity-d_296.html
